Name,CriticRate,CriticNum,UserRate,UserNum
Season Match,0,0,0,0
Season Match 2,0,0,0,0
Season Match 3 - Curse of the Witch Crow,0,0,0,0
Secret Agent,0,0,0,0
Secrets of Raetikon,58,8,7.1,10
See No Evil,0,"
    3
","
5.4
    ",10
Selknam Defense,0,"
    1
","
3.3
    ",4
Sentinel,0,0,0,0
Sentinel 3: Homeworld,0,0,0,0
Sentinels of the Multiverse,0,"
    1
","
8.1
    ",11
Sentris,0,"
    3
",0,0
Serena,0,"
    1
","
7.0
    ",47
Serious Sam Classics: Revolution,0,0,0,0
Shadow Ops: Red Mercury,61,"
    16
","
6.3
    ",12
Shadow Puppeteer,57,"
    5
","
5.5
    ",10
Shadow Warrior (Classic),73,"
    50
","
8.1
    ",728
Shadowcrypt,0,0,0,0
Shadowgate,68,"
    20
","
7.1
    ",44
Shadowrun: Dragonfall - Director's Cut,87,"
    5
","
8.3
    ",276
Shadows on the Vatican Act I: Greed,0,0,"
7.2
    ",10
Shadows: Heretic Kingdoms,74,"
    15
","
7.1
    ",57
Shan Gui,0,0,"
5.5
    ",6
Shannon Tweed's Attack Of The Groupies,0,"
    1
",0,0
Shantae: Risky's Revenge - Director's Cut,0,"
    1
","
8.3
    ",31
Sharpe Investigations: Death on the Seine,0,0,0,0
Shattered Planet,0,"
    3
","
7.6
    ",5
Sherlock Holmes: Crimes and Punishments,77,"
    32
","
7.7
    ",214
Shiny The Firefly,0,"
    1
",0,0
Ship Simulator: Maritime Search and Rescue,0,"
    1
",0,0
Shovel Knight: Treasure Trove,85,"
    46
","
8.0
    ",469
Sid Meier's Civilization: Beyond Earth,81,"
    78
","
5.5
    ",1043
Sigils of Elohim,0,0,0,0
Sign Motion,0,"
    2
",0,0
Signs of Life,0,0,0,0
Silence of the Sleep,66,"
    11
","
7.7
    ",30
Silent Service,0,0,0,0
Silent Service 2,0,0,0,0
SilverQuest: Gaiden,0,0,0,0
Sinister City,0,"
    1
",0,0
Sinking Island,68,"
    8
","
7.0
    ",22
"Sir, You Are Being Hunted",63,"
    25
","
6.5
    ",67
Sisyphus Reborn,0,0,0,0
Skara - The Blade Remains,0,0,0,0
Ski Region Simulator - Gold Edition,0,"
    1
",0,0
Skilltree Saga,0,"
    1
","
6.0
    ",4
Ski-World Simulator,0,0,0,0
Sky Mercenaries,0,0,0,0
Skyborn,0,0,"
8.1
    ",22
Slave Zero,0,0,"
8.5
    ",4
Sledgehammer / Gear Grinder,0,0,0,0
Sleeping Dogs: Definitive Edition,0,0,"
7.3
    ",93
Slip,0,0,0,0
Small Town Terrors Pilgrim's Hook Collector's Edition,0,0,0,0
Smooth Operators,0,0,0,0
Smugglers 5,0,0,0,0
Smugglers 5: Invasion,0,"
    3
","
6.3
    ",4
Sneaky Sneaky,63,"
    5
",0,0
Sniper Art of Victory,36,"
    7
","
3.6
    ",20
Sniper Elite 3,71,"
    29
","
6.9
    ",344
Snow Light,0,0,0,0
Snowcat Simulator,0,0,0,0
So Many Me,78,"
    7
","
7.1
    ",21
Sokobond,82,"
    7
","
7.7
    ",6
Solar Struggle,0,0,0,0
Soldiers: Heroes of World War II,77,"
    45
","
8.3
    ",51
Soul Gambler,0,0,"
6.6
    ",16
Soulbringer,70,"
    19
","
7.7
    ",28
South Park: The Stick of Truth,85,"
    48
","
8.6
    ",1926
Space Farmers,0,2,5.4,8
Space Galaxy - Graphics Pack,0,0,0,0
Space Hack,63,"
    13
","
7.7
    ",37
Space Hulk: Ascension,72,"
    13
","
7.3
    ",30
Space Legends: At the Edge of the Universe,0,0,0,0
Space Run,73,"
    17
","
7.6
    ",54
Space Salvager,0,0,0,0
Space Warp,0,0,0,0
Spacebase DF-9,49,"
    4
","
3.1
    ",51
SPACECOM,68,"
    8
","
7.6
    ",16
Spaceforce Homeworld,0,0,0,0
Spate,61,"
    4
","
6.8
    ",23
Speed Kills,0,"
    1
",0,0
SpellForce 2 - Demons of the Past,54,9,66,23
Spice Road,0,0,"
8.0
    ",7
SPINTIRES,67,"
    15
","
7.7
    ",147
Spirited Heart Deluxe,0,0,0,0
Splatter - Zombie Apocalypse,0,"
    3
","
8.0
    ",8
Split/Second,79,"
    18
","
8.1
    ",131
Spoiler Alert,0,"
    3
","
3.1
    ",7
SPORT1 Live : Duel,0,0,0,0
Sportsfriends,0,0,0,0
Sprite Lamp,0,0,0,0
Sproggiwood,0,"
    1
","
8.2
    ",5
Spud's Quest,0,"
    2
","
8.1
    ",16
Spy Chameleon - RGB Agent,0,0,"
6.9
    ",8
"Spy Fox 2 ""Some Assembly Required""",0,0,0,0
"Spy Fox 3 ""Operation Ozone""",0,0,0,0
"Spy Fox in ""Dry Cereal""",0,0,0,0
Spy Fox In: Cheese Chase,0,0,0,0
Spy Fox In: Hold the Mustard,0,0,0,0
Squirt's Adventure,0,0,0,0
Squishy the Suicidal Pig,0,0,"
7.4
    ",9
Stained,0,"
    1
",0,0
Star Nomad,0,0,0,0
Star Swarm Stress Test,0,0,0,0
Star Traders: 4X Empires,0,0,0,0
Stargunner,0,0,0,0
Starion Tactics,0,0,0,0
Starlight Inception?,0,"
    3
","
2.1
    ",8
Starlite: Astronaut Rescue - Developed in Collaboration with 0SA,0,0,0,0
StarMade,0,0,0,0
Starpoint Gemini 2,70,"
    19
","
8.4
    ",146
Starship Rubicon,0,0,0,0
Starwalker,0,0,0,0
STARWHAL,0,"
    3
","
7.4
    ",8
Steam Bandits: Outpost,0,0,0,0
Steam Marines,0,"
    1
","
5.6
    ",16
Steel & Steam: Episode 1,0,2,0,0
Stick RPG 2: Director's Cut,0,0,0,0
Stonerid,0,0,0,0
Storm over the Pacific,0,"
    1
","
5.0
    ",4
Stranded,0,"
    2
","
3.8
    ",5
Strata,0,0,0,0
Strategic War in Europe,0,"
    1
","
7.3
    ",4
Street Racing Syndicate,0,0,"
6.7
    ",10
STRIDER,78,"
    10
","
7.5
    ",104
Strike Suit Zero: Director's Cut,66,"
    40
","
7.3
    ",161
Strike Vector,73,"
    22
","
7.7
    ",51
Stronghold Crusader 2,65,"
    30
","
6.1
    ",215
StuntMANIA Reloaded,0,0,0,0
Styx: Master of Shadows,71,"
    31
","
7.2
    ",296
Sudeki,0,0,"
8.4
    ",35
Sudokuball Detective,0,0,0,0
SUGURI,0,0,0,0
Summoner,78,"
    14
","
7.7
    ",29
SunAge: Battle for Elysium,0,0,0,0
Sunrider: Mask of Arcadius,0,0,"
7.7
    ",22
Super Chain Crusher Horizon,0,0,0,0
Super Killer Hornet: Resurrection,0,0,"
6.0
    ",13
Super Lemonade Factory,0,0,0,0
Super Motherload,0,"
    1
","
7.9
    ",8
Super Panda Adventures,0,"
    1
","
7.2
    ",6
Super Time Force Ultra,80,"
    9
","
6.5
    ",42
Super Toy Cars,0,"
    1
","
5.6
    ",5
Super Trench Attack!,0,"
    2
","
7.8
    ",5
Super Win the Game,0,0,"
6.8
    ",6
SuperPower 2 Steam Edition,51,19,6.8,22
Supreme Ruler 1936,0,"
    3
","
7.9
    ",16
Supreme Ruler Ultimate,0,"
    1
","
7.9
    ",15
Sweet Lily Dreams,0,"
    2
",0,0
Sweezy Gunner,0,0,0,0
Swipecart,0,0,0,0
Sword of the Samurai,0,0,0,0
T.E.C. 3001,0,0,"
7.8
    ",4
Tail Drift,0,0,0,0
Takedown: Red Sabre,34,"
    17
","
2.9
    ",166
Tales from the Borderlands,84,"
    43
","
8.4
    ",363
Tales From The Dragon Mountain 2: The Lair,0,"
    2
",0,0
Tales From The Dragon Mountain: The Strix,0,0,0,0
Tales of Adventure 2,0,0,"
3.5
    ",6
Talisman: Digital Edition,51,"
    4
","
5.8
    ",85
Task Force 1942: Surface Naval Action in the South Pacific,0,0,0,0
Taxi,0,0,0,0
Team Indie,58,"
    6
","
8.3
    ",8
Terminal Velocity,0,0,0,0
Terraformer Expedition to Mars,0,0,0,0
Terrian Saga: KR-17,83,"
    4
","
8.3
    ",16
Terrorhedron Tower Defense,0,1,5,4
Tesla Breaks the World!,0,"
    2
",0,0
Tesla Effect: A Tex Murphy Adventure,68,"
    33
","
8.5
    ",168
TesserAct,0,0,0,0
Tex Murphy: Martian Memorandum,0,0,0,0
Tex Murphy: Mean Streets,0,0,0,0
Tex Murphy: Overseer,0,0,"
8.3
    ",12
Tex Murphy: The Pandora Directive,0,0,8.5,11
Tex Murphy: Under a Killing Moon,0,0,8,6
The Abbey,0,0,0,0
The Apotheosis Project,0,0,"
7.4
    ",7
The Banner Saga,80,"
    74
","
8.0
    ",724
The Binding of Isaac: Rebirth,86,"
    10
","
8.4
    ",614
The Blue Flamingo,55,"
    6
","
4.3
    ",7
The Book of Legends,0,"
    3
","
8.4
    ",14
The Cameron Files: The Secret at Loch Ness,66,"
    7
","
5.8
    ",6
The Campaign Series: Fall Weiss,0,0,0,0
The Castle Doctrine,58,"
    12
","
6.9
    ",19
The Collider,0,"
    1
","
4.6
    ",5
The Count of Monster Disco,0,0,0,0
The Counting Kingdom,0,"
    1
",0,0
The Crew,71,"
    12
","
6.3
    ",520
The Culling Of The Cows,0,0,"
4.1
    ",14
The Curse of the Werewolves,0,0,0,0
The Desolate Hope,0,0,"
7.7
    ",6
The Detail,71,"
    23
","
6.8
    ",18
The Dungeoning,0,"
    1
",0,0
The Egyptian Prophecy: The Fate of Ramses,73,"
    13
","
6.6
    ",7
The Elder Scrolls Online,71,"
    64
","
5.8
    ",2450
The Entente Gold,0,0,0,0
The Escapist,0,0,0,0
The Evil Within,68,"
    18
","
6.1
    ",853
The Expendabros,0,0,"
7.4
    ",38
The Fall,76,"
    17
","
7.2
    ",68
The Few,0,0,0,0
The Fifth Day,0,0,0,0
The Floor is Jelly,83,"
    5
","
6.2
    ",21
The Flying Dutchman,0,0,0,0
The Forest of Doom,0,0,"
4.2
    ",5
The Forgotten Ones,0,0,0,0
The Golf Club,70,"
    11
","
6.2
    ",59
The Good Life,0,0,0,0
The Great Jitters: Pudding Panic,0,0,0,0
The Guild Gold Edition,0,0,0,0
The Happy Hereafter,0,0,0,0
The House,0,0,0,0
The Impossible Game,64,"
    7
","
7.4
    ",17
The Incredible Adventures of Van Helsing II,77,"
    36
","
7.6
    ",230
The Jackbox Party Pack,0,"
    2
","
7.2
    ",12
The Journey Down: Chapter Two,78,"
    11
","
7.1
    ",20
The Joylancer: Legendary Motor Knight,0,0,0,0
THE KING OF FIGHTERS '98 ULTIMATE MATCH FI0L EDITION,0,"
    1
","
7.8
    ",5
The Labyrinth of Time,0,0,0,0
The Last Door - Collector's Edition,79,"
    10
","
7.6
    ",42
The Last Federation,72,"
    9
","
6.9
    ",40
The Last Tinker: City of Colors,72,"
    41
","
6.8
    ",31
The Legend of Heroes: Trails in the Sky,85,"
    5
","
8.4
    ",214
The LEGO Movie - Videogame,68,"
    7
","
6.8
    ",38
The Lost Crown,71,"
    23
","
7.6
    ",27
The Maker's Eden,0,"
    1
",0,0
The Marvellous Miss Take,69,"
    11
","
6.4
    ",16
The Memory of Eldurim,0,0,0,0
The Moon Sliver,0,"
    2
","
7.1
    ",9
The Musketeers: Victoria's Quest,0,0,0,0
The Nightmare Cooperative,0,"
    2
",0,0
The Old City: Leviathan,62,"
    16
","
5.6
    ",31
The Original Strife: Veteran Edition,0,0,"
8.2
    ",6
The Plan,0,0,"
7.0
    ",16
The Promised Land,0,0,"
6.4
    ",7
The Repopulation,0,0,0,0
The Room,73,"
    4
","
8.3
    ",66
The Sacred Tears TRUE,0,"
    3
",0,0
The Samaritan Paradox,75,"
    5
","
6.5
    ",17
The Secret Of Hildegards,0,0,0,0
The Shopkeeper,0,"
    2
",0,0
The Stalin Subway,0,0,"
5.9
    ",10
The Stalin Subway: Red Veil,0,0,"
4.8
    ",5
The Sun and Moon,0,"
    2
",0,0
The Sun at Night,59,"
    5
","
7.3
    ",11
The Talos Principle,85,"
    57
","
8.6
    ",571
The Terminal 2,0,0,0,0
The Tomorrow War,0,"
    1
",0,0
The Tower,0,0,0,0
The Treasures of Montezuma 3,0,0,0,0
The Treasures of Montezuma 4,0,0,0,0
The Vanishing of Ethan Carter,82,"
    66
","
8.1
    ",741
The Waste Land,0,"
    3
",0,0
The Whispered World Special Edition,70,"
    41
","
7.6
    ",84
The Witcher Adventure Game,68,"
    21
","
5.9
    ",68
The Witch's Yarn,0,0,0,0
The World II: Hunting BOSS,0,0,0,0
The Yawhg,66,"
    8
","
7.6
    ",31
Theatre Of The Absurd,0,0,0,0
theHunter Classic,0,0,0,0
Them - The Summoning,0,0,0,0
They Breathe,0,0,"
7.2
    ",6
Thief,70,"
    37
","
5.9
    ",1524
Thief Town,0,0,0,0
Thieves' Gambit: The Curse of the Black Cat,0,0,0,0
Third Eye Crime,0,"
    2
",0,0
This War of Mine,83,"
    62
","
8.4
    ",778
Three Dead Zed,0,"
    3
",0,0
Tiestru,0,"
    2
","
1.7
    ",7
Tile Miner,0,0,0,0
Time Mysteries 2: The Ancient Spectres,0,0,0,0
Time Mysteries 3: The Final Enigma,0,0,0,0
Time of Fury,0,0,0,0
Time Rifters,0,0,"
8.4
    ",5
TinyKeep,0,"
    2
",0,0
Titanfall - The Final Hours,0,0,0,0
To End All Wars,71,"
    9
","
7.5
    ",13
Toast Time,0,"
    3
",0,0
Top Hat,0,0,0,0
Toribash,0,"
    3
",0,0
Tower of Guns,76,"
    16
","
7.2
    ",42
TowerFall Ascension,87,"
    16
","
6.8
    ",144
Town of Salem,0,0,"
8.0
    ",75
Towtruck Simulator 2015,0,0,0,0
Toxic Bunny HD,0,0,0,0
Toybox Turbos,69,"
    10
","
6.3
    ",25
Trace Vector,0,"
    1
",0,0
Train Fever,67,"
    23
","
6.9
    ",91
Train Simulator: NEC: New York-New Haven Route Add-On,0,0,0,0
Train Simulator: South London Network Route Add-On,0,0,0,0
Train Town,0,0,0,0
Trainz Trouble,0,0,0,0
Transistor,83,"
    35
","
8.3
    ",747
TransOcean: The Shipping Company,0,"
    3
","
6.5
    ",20
Transport Giant,0,0,0,0
TRI: Of Friendship and Madness,74,"
    9
","
7.5
    ",24
Trials Fusion,80,"
    12
","
6.9
    ",108
Triblaster,0,0,0,0
Tribloos 2,0,"
    2
","
4.0
    ",4
TRON 2.0,84,"
    39
","
8.3
    ",82
Tropico 5,75,"
    51
","
7.0
    ",378
Trucks & Trailers,0,0,0,0
Truffle Saga,0,0,0,0
TUG,0,0,0,0
Turbo Dismount,0,0,"
7.9
    ",18
Ubersoldier II,62,"
    6
","
6.8
    ",16
Uebergame,0,0,0,0
UFO: Afterlight,71,"
    16
","
7.6
    ",54
UFO: Aftermath,67,"
    23
","
6.0
    ",55
UFO: Aftershock,67,"
    20
","
7.7
    ",36
Ukrainian Ninja,0,0,0,0
Ultimate General: Gettysburg,84,"
    8
","
7.8
    ",156
Ultionus: A Tale of Petty Revenge,0,"
    1
","
7.5
    ",11
Ultra Street Fighter IV,82,"
    4
","
7.0
    ",92
ULTRAWORLD EXODUS,0,"
    2
",0,0
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,0,"
    3
","
3.8
    ",37
UnEpic,68,"
    5
","
8.4
    ",210
Unrest,65,"
    15
","
5.8
    ",19
Uprising44: The Silent Shadows,0,"
    2
","
1.8
    ",18
Uriel's Chasm,0,"
    1
","
2.2
    ",10
US and THEM,0,0,0,0
Valiant Hearts: The Great War,79,"
    28
","
8.6
    ",583
Valkyria Chronicles,85,"
    24
","
8.2
    ",349
Vampires: Guide Them to Safety!,0,0,0,0
Vangers,0,0,0,0
Vanguard Princess,0,0,"
6.3
    ",16
Vault Cracker,0,0,0,0
Velocibox,0,0,"
7.1
    ",9
Velvet Sundown,0,"
    1
","
6.9
    ",8
Verde Station,0,"
    1
","
4.8
    ",4
Vertical Drop Heroes HD,70,"
    6
","
8.0
    ",15
Victim of Xen,0,0,"
3.4
    ",7
Victorian Admirals,0,0,0,0
Victory At Sea,0,"
    2
","
5.6
    ",11
Viking Brothers,0,0,0,0
Viktor,0,"
    1
",0,0
Villagers and Heroes,0,0,"
7.6
    ",40
Vitrum,0,0,0,0
Vlad the Impaler,0,"
    1
","
5.5
    ",4
Voice of Pripyat,0,0,0,0
Volo Airsport,0,0,0,0
Volt,0,0,0,0
Voodoo Whisperer Curse of a Legend,0,0,0,0
Voyage: Journey to the Moon,0,0,0,0
Wacky Wheels,0,0,0,0
WAKFU,76,"
    5
","
5.6
    ",144
War in a Box: Paper Tanks,0,0,0,0
War of the Human Tanks,0,"
    2
","
6.2
    ",10
War on Folvos,0,0,0,0
War Operations,0,0,0,0
Warehouse and Logistics Simulator,0,0,"
4.9
    ",10
Warface,62,"
    17
","
4.3
    ",403
Wargame: Red Dragon,78,"
    19
","
7.9
    ",183
"Warhammer 40,000: Armageddon",68,"
    17
","
6.6
    ",38
"Warhammer 40,000: Kill Team",0,0,"
5.2
    ",13
Warlock 2: The Exiled,73,"
    22
","
7.1
    ",82
WARMACHINE: Tactics,0,"
    2
","
5.6
    ",13
Warrior Kings,73,"
    16
","
7.7
    ",18
Warrior Kings: Battles,64,"
    11
","
8.1
    ",16
Wasteland 2: Director's Cut,87,"
    5
","
7.6
    ",179
Watch_Dogs,77,"
    18
","
4.8
    ",3314
Wayward Manor,41,"
    23
","
4.4
    ",16
WazHack,0,"
    1
","
7.2
    ",5
Where Angels Cry,0,0,0,0
Where is my Heart?,74,"
    5
",0,0
Whisper of a Rose,0,0,0,0
Whispering Willows,64,"
    10
","
7.1
    ",39
White Haven Mysteries,0,0,0,0
White Noise Online,0,"
    1
","
3.8
    ",5
Wild Warfare,0,0,0,0
Wildlife Park 2,0,"
    2
","
7.3
    ",12
Wildlife Park 2 - Crazy Zoo,0,0,0,0
Wildlife Park 2 - Dino World,0,0,0,0
Wildlife Park 2 - Fantasy,0,0,0,0
Wildlife Park 2 - Farm World,0,0,0,0
Wildlife Park 2 - Horses,0,0,0,0
Wildlife Park 2 - Marine World,0,0,0,0
Wildlife Park 3,0,"
    1
","
6.5
    ",6
WildStar,82,"
    52
","
7.5
    ",951
Windforge,53,"
    7
","
6.9
    ",18
Winged Sakura: Mindy's Arc,0,0,0,0
Wings of Vi,0,0,"
8.4
    ",23
Wings Over Europe,62,"
    8
","
7.7
    ",19
Wings! Remastered Edition,61,"
    6
","
7.8
    ",24
Woah Dave!,0,"
    1
",0,0
Wolfenstein: The New Order,81,"
    23
","
8.2
    ",1879
Woodle Tree Adventures,0,0,"
5.2
    ",26
Word Rescue,0,0,0,0
Words for Evil,0,0,0,0
WORLD END ECONOMiCA episode.01,0,"
    1
",0,0
World of Diving,0,0,0,0
World of Guns: Gun Disassembly,0,0,"
6.7
    ",17
World Of Leaders,0,0,0,0
World of Subways 1 ??The Path,0,0,0,0
World of Subways 2 ??Berlin Line 7,0,0,0,0
World of Subways 3 ??London Underground Circle Line,0,0,5,4
World Truck Racing,0,0,0,0
World War 2: Time of Wrath,0,0,0,0
WorldCreator,0,0,0,0
Wrack,66,"
    6
","
8.2
    ",10
Wyv and Keep: The Temple of the Lost Idol,0,"
    3
",0,0
Xenonauts,77,"
    21
","
7.9
    ",167
Xenophage: Alien Bloodsport,0,0,0,0
XenoRaptor,0,0,0,0
Xeodrifter,0,"
    1
","
5.3
    ",9
X-Plane 10 Global - 64 Bit,0,0,0,0
Xsyon - Prelude,0,0,0,0
YAIBA: NINJA GAIDEN Z,49,"
    7
","
5.9
    ",42
Year Walk,87,"
    8
","
7.0
    ",144
Yet Another Zombie Defense,0,0,"
6.6
    ",21
You Have to Win the Game,0,"
    1
","
7.1
    ",21
Yury,0,"
    1
","
6.0
    ",4
Z,0,0,0,0
Z Steel Soldiers,0,0,0,0
ZAMB! Biomutant Extermination,0,"
    3
","
6.6
    ",5
Zen Fish SIM,0,0,0,0
Zero Point,0,0,0,0
Ziggurat,75,"
    5
","
7.8
    ",52
Zombie Solitaire,0,0,0,0
Zoo Park,0,0,0,0
Zoo Rampage,0,0,0,0
Zooloretto,0,0,0,0
Zoom Player 13 : Steam Edition,0,0,0,0
